nmu      tdc      omegab      d      he3      he4      li6      li7      heavy
   1.3772E-10  9.9325E-01  7.5037E-01  3.3084E-05  2.5536E-05  2.4957E-01  4.6694E-14  3.1517E-09  7.3539E-14
   1.4060E-10  9.9296E-01  7.5038E-01  3.3300E-05  2.5457E-05  2.4956E-01  4.6132E-14  3.1468E-09  7.3329E-14
   1.4355E-10  9.9266E-01  7.5038E-01  3.3531E-05  2.5372E-05  2.4956E-01  4.5466E-14  3.1416E-09  7.3107E-14
   1.4655E-10  9.9235E-01  7.5038E-01  3.3780E-05  2.5281E-05  2.4956E-01  4.4674E-14  3.1361E-09  7.2874E-14
   1.4962E-10  9.9203E-01  7.5039E-01  3.4002E-05  2.5206E-05  2.4956E-01  4.3909E-14  3.1311E-09  7.2658E-14
   1.5276E-10  9.9169E-01  7.5038E-01  3.3806E-05  2.5272E-05  2.4956E-01  4.4587E-14  3.1355E-09  7.2849E-14
   1.5596E-10  9.9134E-01  7.5038E-01  3.3821E-05  2.5267E-05  2.4956E-01  4.4538E-14  3.1352E-09  7.2835E-14
   1.5922E-10  9.9097E-01  7.5038E-01  3.3846E-05  2.5258E-05  2.4956E-01  4.4452E-14  3.1347E-09  7.2811E-14
   1.6255E-10  9.9059E-01  7.5038E-01  3.3844E-05  2.5258E-05  2.4956E-01  4.4462E-14  3.1347E-09  7.2813E-14
   1.6596E-10  9.9019E-01  7.5038E-01  3.3967E-05  2.5217E-05  2.4956E-01  4.4031E-14  3.1318E-09  7.2691E-14
   1.6943E-10  9.8978E-01  7.5038E-01  3.4093E-05  2.5180E-05  2.4956E-01  4.3632E-14  3.1288E-09  7.2559E-14
   1.7298E-10  9.8934E-01  7.5038E-01  3.4179E-05  2.5156E-05  2.4956E-01  4.3393E-14  3.1266E-09  7.2466E-14
   1.7660E-10  9.8889E-01  7.5038E-01  3.4210E-05  2.5148E-05  2.4956E-01  4.3315E-14  3.1258E-09  7.2432E-14
   1.8030E-10  9.8842E-01  7.5038E-01  3.4340E-05  2.5114E-05  2.4956E-01  4.3013E-14  3.1223E-09  7.2287E-14
   1.8408E-10  9.8793E-01  7.5038E-01  3.4414E-05  2.5095E-05  2.4956E-01  4.2861E-14  3.1203E-09  7.2202E-14
   1.8793E-10  9.8742E-01  7.5038E-01  3.4358E-05  2.5109E-05  2.4956E-01  4.2976E-14  3.1218E-09  7.2265E-14
   1.9187E-10  9.8689E-01  7.5038E-01  3.4367E-05  2.5107E-05  2.4956E-01  4.2960E-14  3.1216E-09  7.2254E-14
   1.9588E-10  9.8634E-01  7.5038E-01  3.4303E-05  2.5123E-05  2.4956E-01  4.3098E-14  3.1232E-09  7.2325E-14
   1.9999E-10  9.8576E-01  7.5038E-01  3.4157E-05  2.5163E-05  2.4956E-01  4.3463E-14  3.1270E-09  7.2486E-14
   2.0417E-10  9.8516E-01  7.5037E-01  3.3923E-05  2.5233E-05  2.4957E-01  4.4201E-14  3.1327E-09  7.2729E-14
   2.0845E-10  9.8453E-01  7.5037E-01  3.3849E-05  2.5258E-05  2.4957E-01  4.4462E-14  3.1343E-09  7.2799E-14
   2.1281E-10  9.8387E-01  7.5036E-01  3.3596E-05  2.5351E-05  2.4958E-01  4.5295E-14  3.1398E-09  7.3034E-14
   2.1727E-10  9.8319E-01  7.5036E-01  3.3466E-05  2.5399E-05  2.4958E-01  4.5692E-14  3.1427E-09  7.3157E-14
   2.2182E-10  9.8248E-01  7.5036E-01  3.3385E-05  2.5429E-05  2.4958E-01  4.5926E-14  3.1444E-09  7.3233E-14
   2.2646E-10  9.8174E-01  7.5036E-01  3.3273E-05  2.5470E-05  2.4958E-01  4.6237E-14  3.1469E-09  7.3340E-14
   2.3121E-10  9.8097E-01  7.5037E-01  3.4059E-05  2.5192E-05  2.4957E-01  4.3763E-14  3.1292E-09  7.2584E-14
   2.3605E-10  9.8016E-01  7.5037E-01  3.4249E-05  2.5139E-05  2.4957E-01  4.3242E-14  3.1244E-09  7.2378E-14
   2.4099E-10  9.7932E-01  7.5037E-01  3.4338E-05  2.5116E-05  2.4957E-01  4.3039E-14  3.1220E-09  7.2278E-14
   2.4604E-10  9.7845E-01  7.5037E-01  3.4359E-05  2.5111E-05  2.4957E-01  4.3000E-14  3.1215E-09  7.2253E-14
   2.5119E-10  9.7753E-01  7.5037E-01  3.4509E-05  2.5075E-05  2.4957E-01  4.2719E-14  3.1174E-09  7.2081E-14
   2.5645E-10  9.7658E-01  7.5037E-01  3.4747E-05  2.5021E-05  2.4957E-01  4.2381E-14  3.1107E-09  7.1798E-14
   2.6182E-10  9.7559E-01  7.5035E-01  3.3761E-05  2.5294E-05  2.4959E-01  4.4794E-14  3.1358E-09  7.2869E-14
   2.6730E-10  9.7456E-01  7.5035E-01  3.4118E-05  2.5176E-05  2.4959E-01  4.3606E-14  3.1275E-09  7.2513E-14
   2.7290E-10  9.7349E-01  7.5035E-01  3.4050E-05  2.5197E-05  2.4959E-01  4.3817E-14  3.1292E-09  7.2584E-14
   2.7861E-10  9.7236E-01  7.5035E-01  3.4378E-05  2.5108E-05  2.4959E-01  4.2976E-14  3.1207E-09  7.2224E-14
   2.8445E-10  9.7119E-01  7.5035E-01  3.4456E-05  2.5089E-05  2.4959E-01  4.2827E-14  3.1185E-09  7.2133E-14
   2.9040E-10  9.6998E-01  7.5035E-01  3.4538E-05  2.5069E-05  2.4959E-01  4.2683E-14  3.1163E-09  7.2037E-14
   2.9648E-10  9.6871E-01  7.5034E-01  3.4065E-05  2.5194E-05  2.4960E-01  4.3786E-14  3.1286E-09  7.2562E-14
